CHP ID,Pregnancy,PNC Visit Rate,PNC Visit Missed - #,Total U1 Assessments,Total U1 Treatments,Total U5 Assessments,Total U5 Treatments,U5 Malaria,U5 Diarrhea,U5 Pneumonia,On Time Referral f/u Treatment U5,Missed Visits,%mRDT,All Malaria Assessments,All Malaria Treatments,Act 6pack Issue,mRDT Used,Sales,Community Events,Households Registered
a7b01393-0fdc-4d88-8d11-6b3d4b933f14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.21,0,111
acd0348c-1e0e-4b3a-8886-f11f66122377,2,0,0,1,2,3,3,2,0,1,0,0,1,4,3,6,4,0,0,101
ade627b1-9d20-4c3b-bad5-af1fc11d47a7,0,0,0,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,131
b16cff7d-fee7-4752-9d12-a31f6184b34e,0,0.5,1,0,0,7,6,6,0,0,0,0,1,7,7,10,7,0,0,118
b6c20dc5-319d-436f-b515-f712a60c6716,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1,1,1,510,0,110
befb0a5c-faab-4c6e-aec2-fb605df5443b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
bf0d8526-a709-4965-9324-482c9dd89009,0,0,0,1,0,10,8,5,0,3,1,0,0.416666667,5,3,9,5,0,0,227
bf19683c-0cd4-4bb4-9231-6ae83be87a75,0,0,0,0,0,3,3,3,0,0,0,0,1,4,3,6,4,110,0,109
c2b8a037-7df4-423d-a93b-1cc7b8cbe65f,0,0,0,0,0,1,2,1,1,0,0,0,1,1,0,0,1,293.12,1,140
d7131a6f-a5a1-4d1f-b5c3-491cdf527cdf,0,0,1,0,0,2,1,1,0,0,0,0,0.5,1,0,0,1,0,0,127
dae9c7c4-145d-400c-a460-9a36931b24bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6446751-e84f-4153-adc0-b9bf84beb9bc,1,1,0,0,0,4,1,1,0,0,0.5,1,0.666666667,2,2,6,2,0,0,143
e9562e8a-3e87-46ed-a855-4b54952ee56e,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,2,1,1091.21,0,112
f1f23405-a9bd-4800-874b-914d7fcbb4cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,147
f736030c-fc72-4a02-ab5f-9c15b4a52a89,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,99
0a955dcf-ec53-4ad5-bd1c-646cfe7929ca,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,87
0d1500ba-fb03-4340-b716-da19fd3b789d,0,0,0,1,0,5,4,4,0,0,0,1,1,5,5,5,5,0,0,110
0eb5b2ed-d07a-4756-a078-487a6346a24d,2,0,1,1,0,4,1,1,0,0,0,0,1,3,1,2,3,0,0,72
1932c37c-55ef-4d3a-ba0c-6dc55d643977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22be3909-6097-426c-81ff-3da8c62c1d88,3,0,0,0,0,1,1,1,0,0,0,0,1,3,3,3,3,0,1,57
27682fed-eaf3-4274-91a2-4dfdc4600e78,2,0,0,5,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,110
28e5d934-3b32-4ce9-8bcf-10fe38b6d0f0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
29d94727-bf57-44d8-a238-01dfe6e8b864,0,1,0,0,0,8,12,6,3,3,1,0,0.75,6,3,4,6,0,0,177
2ce067bf-641e-4a27-9560-6025be5e8c88,0,0,0,1,0,5,2,0,0,2,1,0,0,0,0,0,0,0,0,52
2d2eddd3-813c-41a8-b10f-abf9ea4ca3d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
39a497cc-67b6-4b1f-8e0b-495e58bfa88d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
3b63b447-7299-4f5c-a445-60de36de8d38,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,74
3bce0665-3024-4036-9c92-ce6c0b05b9b1,0,0,0,1,1,6,2,1,1,0,0,0,0.666666667,2,1,1,2,0,0,220
3ffce967-73d0-4c2e-8f9a-8e02e6906995,2,0,1,1,0,8,4,4,0,0,0,0,1,5,4,5,5,0,0,166
465bc83e-8881-428c-a866-92cc65223f14,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,121
52b12fc3-17fd-4970-bff1-023d22af4d85,3,0,0,0,0,4,3,0,1,2,0.666666667,1,1,4,0,0,4,0,2,80
55817805-cebe-49b5-a447-b52bf77eb8e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c5b7c64-58e6-4200-a410-1131329fc405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
5d164335-3fcd-4dfa-b37f-aca485010b35,0,0,0,1,0,4,1,1,0,0,0,0,0.2,1,1,1,1,0,0,76
5dc06ec2-6b23-4163-88fb-b12fd554685b,0,1,0,1,0,8,5,5,0,0,0,0,1,6,2,3,6,0,0,106
5e622ad6-6fa9-4ea8-8c4d-4039f3c6c169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
637c58d7-f1da-4ce9-8d75-6c8155d39903,2,0,0,4,1,5,1,1,0,0,1,0,1,1,1,2,1,0,0,78
89a6b010-b561-4fc4-9622-31f54e52adc4,1,1,0,1,0,5,2,2,0,0,1,0,1,4,2,2,4,0,3,155
9165f2c8-0cc1-43c5-8ed7-6e2020aaefe3,0,0,0,1,1,7,5,5,0,0,1,0,1,7,2,2,7,0,0,157
a40d8102-312f-47eb-8600-4e50d5f21c04,1,0,0,1,0,5,3,3,0,0,0,0,1,4,2,3,4,0,0,116
a6e69a7e-268b-46b7-9baf-50384b19d2a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
ac27eb32-faa3-4f2e-b4c2-38311e3e54a1,2,1,0,4,1,8,2,0,1,1,0.25,3,1,1,1,1,1,0,0,162
b2a75e6c-aa16-434a-b620-a6985a755480,2,0,0,0,0,3,3,1,1,1,1,0,1,2,1,2,2,0,1,138
b4cf0c6a-8d9c-48fb-b3e2-a54b8b663cb6,2,0,0,0,0,6,3,2,0,1,0,0,1,4,2,2,4,0,2,85
b9f551a0-833f-4971-94af-971ad9337362,0,0,0,4,0,6,1,1,0,0,1,0,0.5,1,2,3,1,0,0,145
ca4a1d59-bc2a-49c2-90c8-d125510fc84d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d0405285-59ae-4085-a582-8ed4fd61f23c,1,0.333333333,0,0,0,3,5,3,0,2,0,0,0.833333333,5,3,3,5,0,0,104
f1a183aa-2bf8-412b-b456-19f511d3408a,1,0,0,0,0,2,1,0,0,1,0,2,1,1,0,0,1,0,0,64
f5c57d15-e6a8-4147-a861-8fb653649e4c,1,0,0,0,0,4,4,4,0,0,0,0,1,6,6,6,6,204,0,162
f66f9e97-004a-4ca1-95c1-1c1141343140,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,184
f8a0b1ce-957f-4310-a66d-806eb74b01e8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,205
06c31a80-f3d4-48b2-a117-d21272d9f4bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e81758a-2e95-4f77-84b7-2f9dbda7abcd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304c7bf-44e9-439b-ab6e-24461fe6aaf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5339acc1-672c-465c-9a2f-f9c4d55319ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7228734c-47ff-4c4e-8e42-c1ed78d6af61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8859eecd-7bb8-4829-9cb3-4c8f9e73e02d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1d66b82-2b2b-4773-b656-ac58af0c8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2dc2fc8-f81f-414d-a77a-9e36c441107f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10c3da8c-cb0d-4028-b6c0-03621cfc46d6,0,1,0,1,0,8,0,0,0,0,0,0,1,1,0,0,1,146.56,1,58
22dd8de5-966c-42b6-9ae5-305ff53a3529,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,130
23aeb4e0-b6cd-4dc5-9047-f90a240667af,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1470,0,92
393e0aed-272c-4056-800b-d6122ea3f956,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1272.08,0,139
5beb80e8-81ab-46db-a692-7a180ce6af2b,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,69
5fbe90f7-885e-4890-8caf-a8742f441aa5,0,0,1,2,0,10,4,1,3,0,0,0,1,1,0,0,1,0,1,113
5fd59a06-6e0b-42ef-a722-9984f4a6e4dd,2,0,0,3,1,6,2,0,1,1,1,0,0,0,0,0,0,980,1,94
7620e241-42b0-4d8a-a9c7-54f51265dc3e,0,1,0,1,1,2,2,0,2,0,0,0,1,1,0,0,1,0,0,130
7bd090e4-3d63-4968-87ca-008f97a1a899,1,1,0,2,0,5,1,0,1,0,0,0,0,0,0,0,0,615,1,77
9d362646-4774-4b99-8631-73b18ab808db,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,706.55,0,119
9ebe9d4b-c98a-4cf8-94b1-02ea2a5ac70d,0,0,1,3,1,9,3,0,1,2,0,0,0,0,0,0,0,1250,0,90
a780ef8d-d429-4f2c-8e9f-52bee8e0e108,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,980,1,60
b389557e-e51c-46d1-9fbd-9f431762b952,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91
b58f2abf-02b2-4405-81b4-5882331ba05a,0,0,0,2,2,8,5,0,5,0,0,0,0.75,3,0,0,3,0,0,89
bb39169a-8bfa-4bd0-be6d-b1ae05200a80,0,1,0,2,0,6,2,0,1,1,0,0,0,0,0,0,0,980,0,90
d26d5d99-c5cc-44bd-aee9-f9010b27b064,0,0,0,0,0,6,5,1,2,2,1,0,1,2,0,0,2,1299.12,0,102
ddc292be-ea1c-4a73-b05f-0050f74c2918,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1185,0,133
20d0b973-5f2f-4a6a-bd0d-82c418c1a0ce,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1305,0,99
3b65150d-9ca5-45b6-b2d6-aaf8f6131676,0,0,0,3,0,8,2,0,2,0,1,0,0.5,1,0,0,1,1346.4,1,150
453c8257-4b57-4a17-b918-113631aa551b,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,240,1,59
482ccb67-0048-415d-9a42-052678a8c007,0,0,0,1,0,14,2,0,2,0,0,0,0,0,0,0,0,0,3,84
4f374143-867c-472f-97f9-79467ee003e1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,78
52d2883e-eab4-4917-8aff-090d65f4f366,0,1,0,1,0,8,2,0,2,0,1,0,1,1,0,0,1,230,0,103
5923f92c-e38d-49c1-8fa5-359c739e835a,1,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,1,0,0,88
5d248cdb-a3f4-4e6d-9609-7cd5130c7871,0,0,0,2,0,4,0,0,0,0,0.5,1,1,1,0,0,1,0,2,64
6fefa855-1866-439f-a0c3-f1ba1e8413f9,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,80,0,95
8fe87c86-c058-4244-8b24-d8df462ca96f,0,0,0,4,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,70
98e64f26-2c81-456f-887b-c3b693d123a6,0,1,0,2,1,8,1,0,0,1,1,0,1,2,0,0,2,0,0,101
ab20c4d6-2100-4738-b05a-250b1e12daf3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,82
c5ad5c89-09d8-4a8f-902e-bab3dd8940df,0,0,0,1,0,5,3,0,0,3,0,0,0,0,0,0,0,0,0,86
d8d74229-8b75-4e22-afef-c266637b0942,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,40,2,152
f6e16b83-b0bf-4de8-8ba6-ecea79082028,0,0,0,1,0,11,1,0,1,0,0.333333333,2,0,0,0,0,0,0,1,80
fbab3b79-1a09-413c-a033-04cee9e18b5c,1,0,0,2,0,5,1,0,0,1,1,0,0,0,0,0,0,0,1,79
358030ee-f577-4608-8ad2-76e77553cc2f,1,1,0,3,3,8,8,0,4,4,1,0,0.5,1,0,0,1,7873.11,0,92
4a25c603-049b-4c2f-98be-622daa0c7d29,2,1,0,3,1,12,4,0,1,3,1,0,0,0,0,0,0,3100,1,93
66e7c9e4-2e22-42c7-9a2b-9e5f04265390,0,0,0,2,2,11,9,0,1,8,0,3,0.083333333,1,0,0,1,0,1,89
676b759a-d072-479c-8626-c6cd0bab228f,2,0,0,1,1,3,3,0,2,1,0,0,0,0,0,0,0,2255,0,137
a5bb039c-d2d7-45cb-87d3-e228dbdc1f0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,118
df462b8a-4795-4513-806f-53b8a9ff585a,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2145,0,79
0b4e7e9a-1907-4d86-a014-606531e294ca,0,0,0,4,0,12,0,0,0,0,0,0,1,1,0,0,1,1269.84,4,110
0f59ce12-351a-4413-a15a-4941ae9fa91d,2,0,3,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,120
15c2a085-f66b-4af2-8586-e1ad4339bd8f,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,1,280,0,53
1680fb57-acc2-442b-abc1-21c908bc0002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122
1ecda96a-0f9f-4951-83f5-5cf9c0221b50,0,0,0,1,1,1,1,0,0,1,0,0,1,2,0,0,2,410,0,123
39fa0556-5337-4634-be51-dca78ab493c5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132
3b0def24-71cb-4d88-b2cc-83b127469013,0,0,0,1,0,8,0,0,0,0,0,0,1,3,0,0,3,250,0,54
3e9f4199-e4ba-49bd-a9cd-3fbd48c67860,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,95
4034e6ba-e261-4c11-96bb-c7b1c56e0eab,1,1,0,7,1,22,1,0,1,0,0,0,0.5,2,0,0,2,3200,1,80
4e3e1f37-4d99-4d1b-b065-0527adecc8a8,0,0,0,1,0,8,2,0,2,0,1,0,0,0,0,0,0,0,2,58
50aaa4c3-7a00-41d4-b698-745e43a4abb5,0,1,0,1,0,8,7,0,0,7,1,0,1,1,0,0,1,980,2,104
53b0b9ec-1a35-45eb-b515-d3cf149650bd,0,0,0,2,1,6,3,0,1,2,1,0,0,0,0,0,0,0,0,105
74bdcbac-26de-4d5b-8228-90bbe6abede4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,63
795cfc0a-eafd-4684-8836-e1dc69a89660,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,64
7d64dbe4-76ed-44c0-a7c2-95192e62c5c2,0,0,1,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,112
91b39c36-4629-4c98-864a-813ccd6775e6,0,0,0,3,2,11,11,0,2,9,1,0,1,2,0,0,2,165,0,88
a8bb2350-177d-4e86-afb3-8c7198f6b7fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
f36d3201-ec57-4bc8-bdd8-e923a7114ed1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
f4c5c145-7525-4a9b-9345-f6fbbfbcbdc8,0,1,0,1,0,9,4,0,0,4,0.5,2,0.428571429,3,0,0,3,785,0,55
f810fff4-722f-4e62-b1c9-5820d9d8fa09,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2940,1,66
33589e30-4eb3-4da4-b9a6-b9e541340175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b8f5306-fd2d-4732-af74-d5b441179088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45f7042d-3096-44be-8487-e8f30426a6f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
4929435c-1601-404b-958f-d360b9b10cf9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
4b6582cc-3314-496d-aa51-6729f989933f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62c107ea-a794-4940-8d50-de0cb2634e1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
772ea9e9-a006-44fd-ba83-1e69d2fd4b01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8a673c9-3b1f-4133-9469-24692204a36c,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
cb42f5a2-b58b-4e40-ab49-da244e16e2a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd87f0e0-2e2f-45bc-b689-b46fa56ef454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
d0da5562-77f7-4411-bb57-8eaf41243162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4ec9d8d-93b7-4a0f-8323-2d8ac898ccd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f56c3b2f-f329-47e2-8474-da00986279ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
1087751e-f296-4c9d-bb6f-eac81d8bc84a,0,0,0,2,1,9,1,0,0,1,0,1,0,0,0,0,0,292.21,0,55
2632f69c-0dcf-4b14-b1b9-b7bebd785b07,0,0,2,6,1,14,1,1,0,0,0.5,1,1,1,1,1,1,138.28,1,85
51b10b86-b9bb-4466-ad36-8843f931b559,0,1,0,2,0,7,4,3,1,0,0,0,1,4,3,5,4,648.28,1,76
74dc13b5-e8d4-4a60-a011-f2ea266f81ca,0,0,0,0,0,8,0,0,0,0,0,0,0.5,1,0,0,1,0,4,55
7a5c762f-e196-4710-8bdd-5fb273305bb2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
83ea6901-f715-48c7-8710-704395be57d2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,429.1,1,90
a9b1cf55-e8a6-4976-bc1c-981e7d578bba,0,1,0,4,1,21,11,11,0,0,1,0,1,11,11,14,11,490,1,78
bc02a13c-1447-4cff-b2cb-23a888c7c81c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
c9768b5b-859d-46a0-b3f9-b286aad26f5a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,690,1,62
de07e9c0-4acd-4782-b5af-0538e0e29870,2,1,0,2,1,8,4,0,1,3,1,0,1,2,0,0,2,100,1,117
e7398e1d-1867-4170-b7cd-559406a71fad,0,0,0,2,1,4,3,1,1,1,1,0,1,2,2,4,2,0,0,64
fc11b541-4468-4bb4-b282-356dc45c8f42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
06651dca-811f-4f11-9ec6-df5c50cfe370,0,0,0,2,0,8,3,0,1,2,1,0,0,0,0,0,0,0,0,185
0d4374ad-5944-4ade-a01c-509731a39a45,0,1,0,4,1,18,3,0,2,1,0,0,0,0,0,0,0,0,0,130
1c2b391d-6fd7-492d-9b02-b28be89a2484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.84,0,101
2402b9c7-f1fa-400b-8b43-94f584508b68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2a03421f-d612-45fd-a5f6-b6d0b60105df,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1960,0,110
4722d7cf-1a7b-41c3-9f35-5d1c6baec738,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,105
47b993bd-d4ca-4204-bf46-78e118c76572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
4d038fdd-789d-4f49-aa6d-add7521599c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
60a28f46-cb22-47ff-be61-8b2ca4f428c5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
662e148e-0166-4f5c-8295-ed9cfc4844dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
6a714895-757e-4f24-ab71-a22a80ffb98b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
739f6be7-485d-4e53-9ffb-8e44a7d75687,0,1,0,1,0,8,4,1,3,0,1,0,1,1,1,1,1,0,0,125
93d42ec6-f44f-49ea-a150-00f629575606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
bdc2fe82-a329-4d91-b568-6426b2c98824,1,0,0,2,2,2,2,0,1,1,0,1,0,0,0,0,0,690,0,106
d2fa7196-ac6b-4658-afbf-8957f2ff1c4a,0,0,0,2,0,7,3,0,0,3,1,0,0.25,1,0,0,1,0,0,88
e42c425a-ab88-4cb7-9698-7df9c1f9eeb0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
f6f4a3bd-9768-44fd-b4f8-6e4fc726e11a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
f8780ffd-7901-4f5d-8061-028fd1a50cc2,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,1,3230,0,117
1e146ea3-c794-489a-b4be-671d3adaf2e9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0,85
28791999-4840-48e6-95ba-a1dcec138b61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,0,98
2d36ea77-2874-4c97-955e-be3877cdc8f7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
3070ef47-73bd-4ed1-8629-ebf9a2e51dcc,0,0,0,2,0,6,1,0,1,0,0,0,0.5,1,0,0,1,0,0,95
71e02d8c-502b-461d-9e66-717579501009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
7fb94f51-5139-4f2d-a2d0-7c16315b975c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
8d016d32-e9ef-48b5-a205-c85c908c1655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
bbf7ec67-cc5d-4925-98ec-e0f11cd9faca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
c99c5d78-5659-4a6f-b07e-dc2c9a12378d,0,1,0,4,0,11,2,1,0,1,0,0,1,11,1,1,11,70,0,105
e6d8cdf4-2a2b-4d19-a3f5-6de07b3d2144,0,1,0,0,0,7,9,4,4,1,0,1,1,7,7,8,7,0,0,87
e8a5c790-0258-4774-91ba-fab9e8840daa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
f10b5f06-181d-499a-84f5-8491ead8a2ad,1,0,0,2,1,9,7,1,4,2,1,0,1,1,1,1,1,13632.48,2,87
fb9ce08c-8842-4c66-a6be-300ee770718f,0,1,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,116
040d3c83-14de-4253-9a55-8cf11d89415b,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,9519.83,2,140
1ce637e8-9e71-4aa8-9f14-576ac7826be1,2,0,0,1,1,7,5,0,0,5,0,0,1,5,0,0,5,195,0,111
1f34d0ec-db45-4d8c-982f-eb86a1add635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
336b2a0a-bf8f-410c-a16d-6f01162ce1b8,1,0,0,0,0,5,4,1,0,3,1,0,1,2,2,4,2,0,0,80
4500f712-22fe-40b2-a921-5b99e2746c02,0,1,0,3,0,15,6,0,3,3,0,0,1,3,0,0,3,0,0,113
4d1f4109-1c5a-4455-8807-6c4ff2b40ef7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
5a3c9f3c-7413-4989-92d3-3d8b69fcb7b7,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,7159.83,2,131
5cd54ed6-fc1a-41d8-be03-c5f8ca88f8e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
b319cad5-6c90-4ab3-a55b-a79f7b8b1e97,0,0,2,1,0,4,0,0,0,0,0,1,0,0,0,0,0,8843.28,0,133
fc09a16e-e296-4d2e-977c-5a4e76cc186a,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,130,1,101
fc23d86d-f6e4-4417-93c0-6a0abdf1ada3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
059e1d90-af07-4c18-b400-e85f61e1feed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
083625dd-4534-46c8-a85b-55bda8e16ec3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,100
22792f65-2aa8-48a1-9e81-fcec7b81a958,0,1,0,2,3,12,8,5,3,0,1,0,1,9,4,4,9,50,0,94
293f8b2a-7ead-496d-8bcc-c47345f492fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574.21,0,120
2d598f90-8a5d-40b0-ba6e-02630fe962b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
3790a3bb-3d1d-4546-9654-e43a94496aa3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,141
5fc68277-07d8-4848-8694-268ba7007594,0,1,0,5,1,20,5,0,2,3,0.666666667,1,1,1,0,0,1,40,0,137
6a6a5ef9-5982-47e4-8c5a-c3d30e611ed2,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,66
8697152a-96d2-4f94-bdf9-264505832dc2,0,1,0,1,0,10,1,0,1,0,1,0,0,0,0,0,0,0,0,102
86d9dd92-c2c3-4b2e-bc1b-2634c76b969a,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,1,226.21,1,110
955a2f7f-6995-493e-84c0-43045a1fc85b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
d42daa43-cceb-41fb-97cc-e897ae1ef900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,107
ef073afa-14b8-4827-8f66-cbfad8d48dd7,2,0,0,1,1,5,1,0,0,1,1,0,0,0,0,0,0,3340,0,86
ef964912-496c-464c-9b5e-355e68927392,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,980,0,68
0bbad4ff-4925-4d8b-aacf-d4c524d3002b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
a2e87fe2-b28c-4589-9374-469f19fa84e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acd91cbc-7508-4590-840c-1cdae837c2de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3a8ac20-fed3-4406-9d1d-1fb6e4e3ac1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
