CHP ID,Pregnancy,PNC Visit Rate,PNC Visit Missed - #,Total U1 Assessments,Total U1 Treatments,Total U5 Assessments,Total U5 Treatments,U5 Malaria,U5 Diarrhea,U5 Pneumonia,On Time Referral f/u Treatment U5,Missed Visits,%mRDT,All Malaria Assessments,All Malaria Treatments,Act 6pack Issue,mRDT Used,Sales,Community Events,Households Registered
a6fbf661-39cb-47ab-ab7a-8785b651ef5c,1,0,0,0,0,2,4,2,1,1,1,0,1,3,2,6,3,300,0,142
b6c75b88-ffc3-4de7-a5e4-7ac01f9f1e98,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,74
be7ceafa-27e3-4c7b-ad9a-1fe253eaf3f5,0,0,0,2,0,9,1,1,0,0,0,0,1,2,2,2,2,0,1,94
c501bf83-eef9-4773-8db4-199816b743fe,0,0,0,0,0,10,4,2,1,1,0,1,1,5,2,3,5,1470,1,78
d56b47c0-1e2c-4778-b2f2-2f7c80aac262,0,0,0,0,0,4,2,1,1,0,0,0,1,2,1,1,2,0,0,80
fa474d83-4890-42b2-8166-24313cac958d,0,0,0,1,0,6,2,0,0,2,1,0,0,0,0,0,0,80,1,85
fcac3b07-2fa5-41e4-8f45-8c743077cf05,0,1,0,1,0,2,0,0,0,0,0,0,1,4,3,3,4,291,1,90
1bf653da-6d9f-4567-ae23-a88590a10932,1,0,0,3,0,12,4,0,3,1,0.5,2,1,2,2,8,2,222.21,0,106
3109ffa4-715f-49d6-966a-1a49a473f730,0,0,0,1,1,4,2,2,0,0,0,0,1,5,4,7,5,0,0,76
31b5af7b-1cc0-421d-bae6-0ed082d8ca99,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,97
39ffb5d1-3ce6-4dcb-934c-b27f385152ed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,88
3f0d67a7-50f4-427d-aa4d-393154565c4f,0,0,0,1,0,18,2,1,1,0,0,0,1,1,1,1,1,0,1,112
66031864-d274-4df8-9739-4643616b1c7e,1,0,0,1,0,5,1,0,1,0,0,1,0,0,1,4,0,0,0,80
6710dadb-0819-486a-bedd-40f0d7b3925d,2,1,0,2,1,12,12,9,1,2,0,1,1,11,10,17,11,1012.14,0,129
69185146-8d09-4779-966e-47c115d40876,0,0,0,1,0,11,0,0,0,0,1,0,0.5,1,0,0,1,0,1,82
89eb1cda-e0d9-43e5-bbf4-669fdd700bc5,1,0,0,0,0,9,4,4,0,0,0,0,1,9,4,6,9,175,0,99
8c620087-b4d2-4866-92fe-971aefc1c22b,1,1,0,0,0,3,1,0,1,0,0,0,1,4,0,0,4,0,0,74
8f350b8d-8d4e-4f12-8ae9-b8352e95fa6a,0,1,0,2,0,9,2,1,1,0,0,0,0.25,3,1,3,3,40,0,111
96f1085a-0b6a-4e57-b673-b2b2d2bcc465,1,0,0,5,5,13,13,13,0,0,0,0,1,15,13,13,15,0,1,147
bd3b679f-95b4-41b8-a038-e0669664769e,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,483.31,0,113
ca9aa69b-3ecb-436f-8b12-dd2057e5603c,0,0,0,1,1,4,4,4,0,0,0,0,1,4,4,6,4,110,0,91
05ca78a5-0d60-4650-a220-111f2e53b706,1,0,0,0,0,3,3,2,1,0,0,2,1,3,3,8,3,368.31,0,153
1136327b-fd96-4a9b-9ed0-d2a6ea07ce54,0,0,0,3,3,7,7,6,1,0,0,0,1,6,5,6,6,282.21,0,62
25fe8799-6e58-461d-9328-280369fb24c8,1,0,0,0,0,5,4,4,0,0,0,0,0.666666667,4,2,3,4,0,0,68
3ad13ed2-dec8-447d-8121-4dddc6a617b9,2,1,0,4,3,15,9,8,1,0,1,0,1,13,7,10,13,880.82,1,140
41aa1fff-ef39-4a8e-b5fd-fc5138f61e6f,1,1,0,4,1,12,5,5,0,0,0,0,0.625,5,4,5,5,0,1,107
41da1008-6070-4668-ab9e-991cd2c23217,0,0,0,2,1,7,1,1,0,0,1,0,1,1,1,1,1,290.21,1,113
444530fe-31e8-4a5e-aa46-5f1fa5e021ec,1,1,0,0,0,5,6,2,1,3,0,0,1,4,3,9,4,641.72,0,120
5f4e4289-365c-49ff-8804-af25d35e4fbc,1,0,0,1,1,4,4,4,0,0,0,0,1,5,5,5,5,0,0,81
6103f53d-9896-48f9-b1ba-45efd9550ae3,0,0,0,3,1,11,5,5,0,0,0.5,1,1,7,3,3,7,1406.41,0,76
6a88be18-fc0a-4e86-85cc-ae07956b4441,0,1,0,3,1,10,1,0,1,0,0,0,1,9,0,0,9,598.31,4,109
874e7c2c-50ea-4325-b433-06ed61f0c350,1,0,0,1,0,8,3,3,0,0,0,0,0.555555556,5,5,9,5,0,0,76
9095db43-1b30-46ce-acab-0a75cf388227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
93a14f47-a8d7-40ad-a438-e79ef9fe38d3,0,1,0,3,2,14,8,5,0,3,0,0,0.4375,7,7,13,7,784.1,0,82
ad12e4c8-3b6e-43c5-aaef-d45067ae3890,1,0,0,3,2,10,9,9,0,0,1,0,1,12,10,16,12,0,0,121
b87b3efb-74b6-4c8b-ac0a-af88ace26abf,0,0,0,2,0,9,1,1,0,0,0,0,0.833333333,5,0,0,5,0,1,73
c91e4b82-acd7-48df-9b4a-b50fe13751e3,0,0,0,1,0,4,0,0,0,0,0,0,1,5,1,4,5,154.31,1,57
d57476bf-cf1c-4962-96d7-176404fdb081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.21,0,74
eea323d6-923a-4cb9-a95d-0034c4c9cfcf,1,0,0,0,0,5,0,0,0,0,0,0,0.875,7,2,7,7,1012.93,0,88
f427efad-560e-4614-9009-68bae2f7c4d7,0,0,0,9,4,24,9,8,0,1,0,0,1,13,9,13,13,444.41,0,98
fd54e11f-f8ef-41c1-af44-30f8235c1608,0,0,0,3,3,8,6,6,0,0,0,0,0.777777778,7,6,11,7,737.52,2,78
1c6025a7-2d21-4f39-93d1-596df8429b16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.21,0,104
24bee3b9-4927-4023-ab62-986a836639af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
30aa8f1b-7936-438b-942e-5ebb9bd66208,2,0.75,1,1,0,7,1,0,1,0,0,0,0.666666667,2,2,8,2,418.41,0,109
4cff6002-f63a-482d-916a-e0fa7a519209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
4ea74dfb-fd83-474b-aaeb-b90bd2556793,0,1,0,0,0,5,5,1,2,2,0,0,1,1,1,2,1,0,1,86
65c1a1fa-18c8-4ea3-b260-584dd3a30569,0,1,0,1,0,2,1,1,0,0,0,0,1,2,1,1,2,0,0,75
7055e224-19ea-4dac-bf28-a7fce8cceb18,0,0,0,3,1,7,1,1,0,0,1,0,0.5,2,2,5,2,523.31,0,141
76ba4dee-8671-4133-b10a-2e8a0a3fd2ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
80d16b91-9b65-4a2f-8cf0-877e69126576,2,0,0,2,0,5,1,0,1,0,1,0,0.4,2,2,6,2,365.66,0,77
81336699-91c7-4dcb-ba90-9a7a5099ee76,2,0,0,2,0,6,3,3,0,0,0,0,1,6,3,8,6,0,1,109
81a63263-fdb5-412a-a1c3-0cacee15fe3f,2,0,0,3,2,16,19,12,2,5,0,0,0.933333333,14,13,23,14,93,2,101
8313c246-f91e-4d60-a28e-586230415116,1,0,0,2,1,5,2,1,1,0,0,0,0.6,3,2,4,3,0,0,74
8856b8ef-6634-4b05-8d4c-79ece6cd1258,0,0,1,2,3,9,6,3,2,1,0,0,0.8,8,5,12,8,172.41,0,60
adcd2dca-d7b2-4b38-91b8-5c8ed49afc14,1,1,0,1,0,10,1,0,1,0,1,0,1,2,2,7,2,315.31,1,154
afd95693-3454-4b9a-b63e-d7f772e6ffa4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,101
c1acc49a-dcb2-4092-8bdc-50f03ab7e326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
c30b3a2f-108f-49a3-806e-67b534bbc95b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
d1aadd5c-d017-42f7-ad3c-9c17e502fa85,2,1,0,3,0,17,2,2,0,0,0,0,0.555555556,10,3,7,10,279.31,2,76
d4c37fa0-7d26-4368-921b-c34cc9f66b22,0,0,0,5,1,9,1,0,1,0,1,0,0.333333333,2,1,4,2,0,3,102
d9358364-1974-4c8a-a9e8-1e66a5236176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
00f0f680-4992-49fb-be3c-346d79f7a131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.83,0,195
0e6886c5-d20a-4f02-9fe0-3364cd7aaf80,2,0,0,0,0,11,1,0,1,0,1,0,0,0,0,0,0,0,0,85
1b857c5c-1e03-4499-98ae-197fe2ddaa4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288.31,0,189
294b1fd1-152e-4eeb-9d2c-5f4b10ab024f,0,0,0,5,6,10,11,7,0,4,0,0,1,10,10,15,10,1175,1,164
3f17df01-d6df-40c4-b89d-fe4faea0acfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882.21,0,170
69bbf39b-ddff-4623-a10e-a6d9e14acce6,0,0,0,1,0,7,4,3,0,1,0,0,0.75,3,3,4,3,0,0,92
6cb41332-8360-48cb-bdc1-cad377bea99d,0,0,0,0,0,7,6,6,0,0,0,0,1,6,6,9,6,0,0,76
91eae6a0-76c1-470f-9fad-7e96c48b389c,0,1,0,0,0,2,2,1,1,0,0,0,1,1,0,0,1,0,0,150
b17c77cb-d713-43d7-a7af-7e0f2099388e,0,0,0,2,0,9,2,0,0,2,0,5,0,0,0,0,0,0,0,113
b26eedac-5ad9-4a3e-b48c-a8016d97a196,0,0,0,2,2,5,5,1,2,2,1,0,1,2,2,5,2,1488.21,1,128
b86030e2-87d3-47cf-91f8-139d62a1fa88,0,1,0,1,1,5,2,2,0,0,0,0,1,2,2,3,2,108,0,132
baf73818-9230-4194-b81c-02d1f5720af6,1,0,0,2,1,10,3,2,0,1,0.8,1,0.5,4,4,9,4,558.41,0,89
016623fa-19bc-4c06-bb6a-c3a14397d471,0,0,0,1,0,4,1,1,0,0,0,0,0.333333333,1,1,1,1,0,0,83
08069782-dcf6-41c5-8dfc-edfab8ce0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09e3356b-a173-4ef9-a7a5-1dd3fe74809b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,76
16caeba8-5e96-48f1-ab6d-e0c99e0019b6,0,1,0,1,1,6,4,4,0,0,1,0,1,5,5,9,5,35,0,195
195119aa-0de1-4377-97ad-19ec881c67b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
20adc64f-ad3f-4847-82fa-82491e07a6e9,0,0,0,0,0,2,2,2,0,0,0,0,1,2,2,4,2,0,0,81
2b36d87a-3ce4-4081-bfcd-69dbdca50c9f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37965b12-e740-4faa-8c24-15a76a8b0470,0,1,0,0,0,4,4,3,0,1,0,0,1,3,3,4,3,0,0,80
3ed81ca3-92a8-409d-9450-953cb668b655,0,0,0,2,3,4,5,3,0,2,0,0,0.75,3,2,2,3,0,0,143
48fcc441-cb15-4af5-8fce-d55bf0033c48,0,1,0,0,0,8,3,3,0,0,0,0,0.833333333,5,4,8,5,0,0,126
4a4d633e-ef20-497a-8194-26801142a223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
4ad8dcaf-06a4-4959-a9b1-f6e1f73c4d49,0,0,0,0,0,6,6,3,1,2,0,0,1,3,3,4,3,0,0,109
4bceaa3b-5722-451d-ab02-290e2fbdf41c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
4cdbdc27-ed43-4651-98c8-5de79b712ff6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
4f3ac7fb-8749-449f-87fb-73834c7f0dad,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
56137802-54c9-4636-b512-c0317a2b95de,2,0,0,0,0,2,2,1,0,1,1,0,1,3,2,4,3,0,0,76
5ee80352-bf9a-4c30-a82c-2fa0633c4cc2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1510,1,131
6ed845a8-40d1-4231-a840-846a35e98f2c,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,3,1,0,0,55
71f065e0-b112-41f4-a1c7-40afb4e45390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743934cc-4452-4eed-84d6-173c7f00972a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7490568c-3a3e-4600-af99-371d206c3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
7a853b3ac3c724aee28b46ee758fc293,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,85,2,120
8283c832-5400-49b4-964b-0a8ef247d630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
8974f23d-9cb6-4c3a-b90b-86fb50050569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
89dd5d65-586c-4b1f-a31b-b505a9573137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
9bf96f72-7a8b-4d3e-8e49-092f781ae899,2,0.5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,84
a1421885-20e0-48ae-9619-68924e750d00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a45db1f8-9c4c-448c-b3aa-5af9a2476a97,0,1,0,2,2,7,5,3,1,1,0,0,1,5,4,8,5,0,0,129
a99bdec2-6796-4cf1-ba01-9533f98af362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9f450e5-3b70-4765-958a-46a1b9018e87,0,0,0,0,0,5,2,2,0,0,0,0,0.4,2,2,2,2,372.21,0,139
b0a96ab9-c0f2-4518-9e75-d2c6f78cbb92,0,0,0,1,1,10,5,4,0,1,1,0,0.714285714,5,4,5,5,5141,0,136
b26ee118-b8e0-41d2-b383-1967b8b9ae98,1,0,0,1,1,4,2,0,0,2,0,0,0.5,3,3,7,3,0,0,84
b7290948-1a40-4086-9a3b-2d3221f584fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
b8c93e37-af8c-4869-923a-20cc746aec30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
bbf3983a-854c-4d69-9f8b-0b902bf2ff97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd8ed6c8-fa7a-4c20-b836-0a114676734e,2,0.5,0,2,2,3,3,1,0,2,0,1,0.5,1,0,0,1,250,0,182
d238f0c4-571c-4f4d-97a2-3feb479df323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbbb55c1-e952-471e-95ae-768970abfdd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc8330ca-7c49-470f-ab0e-a26cf386a118,1,0,0,3,4,7,6,4,2,0,1,0,0.8,4,4,6,4,0,0,136
dec6e66f-debb-432b-8dd5-a93b1baca848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ded88803-8e25-4e61-a72e-8fa415f8ed16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106
f6a18f08-0c24-4ccc-ba8a-30e521614aab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1bc85aa4-ba4b-4ba1-8d1c-81e13ebda2ba,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,1091.1,0,115
223c190f-282c-424d-bf68-0c2fd489af93,1,0,1,0,0,3,2,2,0,0,0,0,1,2,2,4,2,0,0,134
31e7a74d-b3f3-4d19-a9a8-70174f91c8ad,2,1,0,1,1,10,3,2,0,1,1,0,0.555555556,5,1,3,5,982.31,1,130
4721b639-c432-4512-9168-dee0ebf89bf9,0,0,0,2,0,6,4,1,1,2,0,1,1,4,0,0,4,0,0,120
4a50a05d-59d6-466d-9580-e9195d1810a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
4aba1316-644b-444f-855c-e3dfe5e4190e,0,0,0,1,1,6,3,3,0,0,0,0,1,4,3,4,4,0,0,70
4c481b02-d98a-464f-b423-bba59e2bebe6,0,1,0,4,0,11,4,2,0,2,1,0,0.75,3,3,7,3,0,0,89
4e60b275-f395-479b-b590-c8d2edec3384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
5b580a18-eb85-4b61-93d8-623ffac818fe,0,1,0,0,0,6,3,3,0,0,0,0,1,3,3,3,3,0,0,120
6101176b-fd45-489b-b6ea-261fffe2ada0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63d6a3bb-4d40-4bd4-98c4-e6a777b04d67,0,0,1,5,1,14,5,4,1,0,0.833333333,1,1,5,5,7,5,0,0,54
6abfed5e-9bf6-4051-b42e-bee3190c6b68,0,0,0,2,2,8,5,5,0,0,1,0,0.875,7,6,7,7,0,0,210
6b1e3345-5931-4e48-913a-a4104cea697c,0,1,0,1,0,3,1,1,0,0,1,0,1,1,1,2,1,0,0,164
714801b5-a415-42ed-ada3-7a76427fc460,0,0,0,0,0,8,4,4,0,0,1,0,1,6,6,12,6,352,0,136
78137d1f-c2f5-4e45-8d61-37a8f5946ec8,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,92
785d834c-62d5-456b-aec0-486af8afee2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,57
7a26a77d-ceb4-4ec8-877c-1ea5473c66e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
7b121ee4-30fa-47ba-9273-1030b1b5246c,0,0.5,1,2,2,6,4,3,1,0,1,0,0.75,3,3,3,3,77.59,0,128
7e41182d-fece-4301-ad4c-69068fbe5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
88e9c9a3-02c0-4c9c-9a5c-8e9f5bc4faee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d844724-7b1a-417f-86c4-6954397e1ba7,0,0,0,1,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,154
93355b79-c7c9-4b5a-a452-1d15b3a8220c,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,2,1,73.28,0,125
95d5deca-ccc4-4727-b18c-02291dddf52a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
98a8c338-b604-452f-b2d6-ca07c32144d6,0,0,1,3,0,10,0,0,0,0,1,0,1,2,0,0,2,0,0,119
9c3acb2e-f960-4fb1-9567-05ec82465e5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
9d92c0b1-6f96-4870-adf8-c6b25c13bcde,0,1,0,1,1,12,4,4,0,0,1,0,0.666666667,4,4,8,4,0,0,96
a2708216-524c-4003-a0f2-d1311ae1271d,1,0,0,4,1,9,4,3,0,1,0,0,1,4,2,5,4,0,0,96
a65de665-dd42-454f-8e53-e2180819049a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abcf56c8-7772-4a2d-b669-d6811301aa0e,0,0,0,2,2,6,4,3,0,1,1,0,1,4,3,4,4,882.21,1,119
c239d358-38b9-4bad-9196-f4c57fbff219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
c7ec74ea-a067-46c5-a3c4-5472983dfd37,1,1,0,0,0,4,2,1,0,1,0,0,1,4,4,12,4,252.38,0,108
d192b9b5-d9fa-4444-b9e2-0f2dfb34dd60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e8f18b31-1663-48a7-b3bd-f7a22add0f24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f0d22d7e-89c8-497b-9c77-60b2c162eb80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
f0f030b5-5460-4967-a4bc-53ce1e994251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896.56,0,95
f626b661-b639-4a35-807b-c003d15f0d0f,0,0,0,0,0,3,0,0,0,0,0,0,0.666666667,4,3,7,4,869.1,0,91
0e4e428d-7507-4dd1-b29c-89376083589f,1,0,0,1,0,4,1,1,0,0,0,0,1,3,2,3,3,0,0,134
18a0e7c3-142e-4656-8e5b-a2d186504b41,1,0,0,1,0,6,5,2,0,3,1,0,1,2,1,2,2,490,0,146
1c868f1d-fb5b-4f07-9df0-d02a0be935e1,0,0,0,2,0,3,0,0,0,0,0,0,0.666666667,2,2,7,2,222.21,0,141
2b803d18-ca85-44a2-834f-2d86579e8894,0,0,0,2,2,5,4,2,1,1,1,0,1,5,3,7,5,547.83,1,122
354390db-f95e-40b9-b69c-cb7661dd4aca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
40ca3434-b0e2-495b-a683-3ceb5fde63e5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,412.21,0,150
44dcadf0-552c-4b2e-8f2c-276be1ffd4a2,0,0,0,4,2,6,5,4,1,0,1,0,1,4,4,5,4,40,0,126
477bc4fe-0d8c-4420-bffd-5ef703be0c56,1,0,1,2,1,7,3,3,0,0,0,0,0.6,3,3,4,3,980,0,144
4adc0db4-d8d9-47ef-867e-2f50327c42bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
4c19ae3f-d6f5-4532-be92-88d18887d21d,2,0,0,4,1,7,2,1,0,1,1,0,1,1,1,1,1,0,0,84
5914cdbf-f542-4888-8763-0c13416399bb,0,0,0,0,0,6,2,2,0,0,0,0,1,2,2,3,2,0,0,103
5b1c0410-532a-4473-b8f2-f45f6ff72540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,75
5b6be09e-397b-495a-aa00-fff1a2e82d4e,0,1,0,1,1,7,3,1,2,0,1,0,0.5,1,1,1,1,0,0,139
67e9c32d-1756-476b-aee1-9f0ce0f16502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
6ab5a27e-37df-4971-afb1-2638482aab69,1,0,0,1,0,3,0,0,0,0,0,0,0.5,1,1,3,1,40,0,87
6bc80d2d-6b97-4179-b30a-86977dadf27a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
6be37380-2387-422e-8a94-21bea5557997,0,0,0,1,1,4,2,2,0,0,0,0,0.75,3,2,3,3,0,0,139
6cda415f-924a-40ed-87d6-30d0abe2c7e9,0,0,0,1,1,15,13,13,0,0,1,0,0.933333333,14,13,18,14,0,0,150
6ff6a745-7820-4f81-9d11-a379e3dbe163,1,0,0,2,2,7,2,1,1,0,0.333333333,2,0.666666667,2,0,0,2,0,0,136
70c0b289-6c11-44df-a88d-6257667452af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
81950479-f5ae-48ad-ace8-8fc63bc4850f,4,0.5,0,0,0,3,5,1,3,1,0,0,1,1,1,1,1,0,0,127
825f08a2-44d2-46a8-b2bc-ce5e30e43c90,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,84
8541bf34-e3fd-4c0c-aa63-0eb8f83e42c7,0,0,0,3,1,7,4,0,0,4,0.5,2,0,0,0,0,0,0,0,83
b5356b40-7e8d-4e52-b307-2d3095382a86,0,0,1,1,0,3,1,1,0,0,1,0,0.5,1,1,2,1,0,0,75
bb0991e7-83aa-4e4e-9556-a4fed9835912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
c379b7a1-c91e-491a-a4a6-0d5349cfeaa0,0,1,0,1,0,5,4,3,1,0,1,0,1,5,4,7,5,0,0,109
ca8f1369-5868-4609-93b5-b2e1fb4ac39a,0,0,1,1,0,4,2,2,0,0,1,0,1,3,1,2,3,0,0,121
cb779c64-4bca-4cad-9b69-2896ade53c71,0,0,0,2,0,7,2,2,0,0,0.833333333,1,0.666666667,4,3,5,4,730,0,214
d431e34c-52ae-46b9-af72-d132a3699b8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de4252e3-d03e-4ff2-a66f-e9ddc2da3720,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,105
110361a6-ddfb-4050-8c8b-bb7954ff7bf7,2,0,0,0,0,1,2,0,1,1,0,0,1,3,0,0,3,0,0,80
138401f4-a838-4453-8445-a5da557883e7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,87
1737304b-b6af-451d-969a-67a9e5dc1bd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
1d7716b1-c3bb-470c-80d4-7d471cdd4312,0,1,0,2,1,3,2,2,0,0,0,2,1,2,2,2,2,141.28,0,101
1e642089-e32c-4ccd-a3ed-3724c14561e5,0,0,1,1,1,7,7,4,0,3,1,0,1,5,5,7,5,0,0,118
26e86ac4-c7df-4e2d-8fd9-a16bb698ca22,0,0,0,1,1,6,5,3,0,2,1,0,1,3,3,5,3,86.21,1,101
28554b09-24fc-4ef7-b0bc-bdf043c2ab97,2,0,0,3,3,11,9,4,1,4,0,4,0.818181818,9,2,4,9,690,1,144
29196fae-b641-4ff3-ba37-3447cb5014ef,0,0.5,0,0,0,3,1,1,0,0,0,0,0.5,1,1,2,1,563.28,0,166
30b2ad3f-30ff-44a9-a256-c95064c4d1f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
3826235a-522c-43c9-ac6e-bb1ff7afb80c,0,1,0,1,0,7,6,4,2,0,0,0,0.875,7,4,5,7,0,0,120
44edf069-3f9c-4f18-8879-e46ce071ec60,1,0,0,2,0,6,0,0,0,0,1,0,0.5,1,1,4,1,0,0,124
4e1ab32e-d600-472c-b645-9dda9cf97848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63
55fa8912-b454-40e6-9996-08375dc3b789,0,0,0,2,2,10,10,10,0,0,0,0,1,12,4,8,12,0,1,177
5cacae06-4d13-4152-80e7-c825747e085f,2,0,0,3,1,9,5,1,1,3,0,0,1,4,3,8,4,0,1,62
638021d6-0df4-4a52-881e-9f8f2ca23395,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,91
751d0a95-f703-4a91-a551-a9295973ba59,1,1,0,0,0,4,1,1,0,0,0,0,1,4,0,0,4,438,1,144
761998d3-71aa-4f14-9f4c-ba1877e9a19d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
77dc6532-fb0c-4d0c-ac5e-318fe4a2bd73,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,121
7b27f483-359f-44e0-9bcd-227fd3b029f6,0,0,0,2,1,5,1,0,1,0,0,0,0.666666667,4,1,3,4,0,0,79
8f28ec4f-47e7-4eb3-ba21-6f3b86d9d0a8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,70
9b01b5e8-00fa-4c60-8c9b-3196d7525dee,3,0,0,2,1,4,4,1,1,2,0.5,1,0.6,3,1,2,3,0,1,103
